smiles,frequency,length
CCCOS(C)=S,1,10
Cc1cccc2c1C(C)C(=O)O2,1,21
CCCC(=O)CSC,1,11
CC1(C)CSSSS1,1,12
CCCCCOC(CCCCC)OCCCCC,1,20
CC(C)=CCCC(C)=CC(C)(C)O,1,23
CCCCC1(OC(C)=O)CCCCC1,1,21
CC(C)=C(C)C1CCCCO1,1,18
CCOC(=S)C(C)CC,1,14
CSC(C)c1ccco1,1,13
CCCCSSS,1,7
Cc1nc(CC(C)C)cs1,1,16
CCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,1,32
CCc1cnc(C(C)=O)cn1,1,18
C=CC=CCCCCCC,1,12
CCC(C)C(=O)OCc1ccco1,1,20
CCCCC(O)S,1,9
CCOC(CC)OC,1,10
CCOC(CC)OCC(C)C,1,15
CCC(OCC(C)C)OCC(C)C,1,19
CSSCc1ccc(C)o1,1,14
CC=CC=CC(=O)OCCC(C)C,1,20
CC(=O)OCCCCCCSC(C)=O,1,20
CCCC(=O)CCCC(=O)OCC,1,19
CC1CC(C)c2nccnc21,1,17
CCCCc1sc(C)nc1C,1,15
CC(C)C=NCc1ccco1,1,16
CC(C)CCOC(=O)C(C)c1ccccc1,1,25
CCC1(C)COC(=O)O1,1,16
CC(=O)Cc1ccc[nH]1,1,17
CCCOS(=O)(=S)CCC,1,16
CCCCCCOC(=O)C(S)CC,1,18
CCC(O)C(=O)OC1CC(C)CCC1C(C)C,1,28
CCCC(=O)OCCCCC(C)C,1,18
CCCCCc1nccs1,1,12
CC=CC=CC(=O)OCCCCCC,1,19
CCCOC(C)OCCC(C)C,1,16
CCCCCOC(C)OCCC(C)C,1,18
CCOC(OCCC(C)C)C(C)C,1,19
CCCCOC(C)OCCC(C)C,1,17
CCC(C)COC(C)OCCC(C)C,1,20
CCOC(C)OCC(C)CC,1,15
CC=CC(=O)OCc1ccco1,1,18
CCCCCCCC=C(C=O)CCCCCC,1,21
CCc1cncc(C(C)=O)n1,1,18
CCCOC(OCC)C(C)C,1,15
CCCCCOC(CCC)OCC,1,15
CCOC(CC)OCCC(C)C,1,16
CCCCC(OCC(C)C)OCC(C)C,1,21
CCCCCCCCCC=CC(=O)OCC,1,20
CNc1ccccc1C(=O)OCCc1ccccc1,1,26
CC(=O)CCc1nccs1,1,15
CCCCCCCCC=CC=CC=CC=O,1,20
CCCCCCC=COC(=O)CC,1,17
CCCCCCCCCCC(=O)OCCC(C)C,1,23
O=CC(=Cc1ccccc1)c1ccco1,1,23
CCCCCC(=S)OC,1,12
O=C(CCO)c1cccs1,1,15
CCCC=CC=CC=CC=O,1,15
O=C1C=CCCCCCCO1,1,15
CCCC=CC(=O)OC=CCCCC,1,19
CCCCC=COC(=O)c1ccccc1,1,21
CSCSC(=O)C(C)C,1,14
CCCCCC=C(C)O,1,12
CCCC=CO,1,7
C=C(C)C=CSC,1,11
CCCCCC=CC(=O)OCCCCCC,1,20
CCC(C)CCCCCCCCCCCCC=O,1,21
CC(C)CCOC(OCCC(C)C)C(C)C,1,24
CCc1nc(C)sc1CC,1,14
CCC1SC(CC(C)C)N=C1C,1,19
COc1ccccc1CC1CC1,1,16
CCCCCc1nc(C)cs1,1,15
CCCCCCCC1OC1C=O,1,15
CCCCCCCCCC=CC(=O)OC,1,19
CCCCCCCC=CC=CC=CC=CC=O,1,22
CCCCC=COC(=O)C(C)C,1,18
CCC1(CC)CSSS1,1,13
CC1=CC(S)C(C(C)C)CC1,1,20
CCCCCCCCCC=CC=CC=CC=O,1,21
CCC=C(C)OC=O,1,12
CCCCCCCC=CC=CC=CC=O,1,19
CCC=CC(=O)OC(C)C,1,16
CCCCC=COC(=O)CCC,1,16
CCCCCCCCCCCCCCCC(=O)OC1CC(C)CCC1C(C)C,1,37
CC1C(O)C=C2C(C)(C)CC=CC21C,1,26
C=C(C)C(=O)C(C)(C)c1ccccc1,1,26
CCCCCCCC1(C(=O)O)CC1,1,20
CCCCCC(=O)CSCCC,1,15
CCCCCCC(=O)CSC,1,14
CCCCCCCCOC(=O)CCC(C)C,1,21
CCOC(=O)C(C)CSC,1,15
CCCCCCCCCCOC(=O)CCC(C)C,1,23
CCCCCCCOC(=O)CCC(C)C,1,20
CCCCCC(C)OC(=O)CC(C)C,1,21
C=CCOC(=S)CCCCC,1,15
CCCCC=CC1OC(=O)CC1C,1,19
CCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,1,30
CC(C)=CC(=O)C=C1COC1=O,1,22
CC(C)CCOC(CC(C)C)OCCC(C)C,1,25
CCCCCCC=CCC(=O)OCC,1,18
CCOC(C)c1cnccn1,1,15
CCCCCCCC=CC=CO,1,14
CCCCC=CC=CO,1,11
CCCCCCCCCCCC(=O)OC(C)CCC,1,24
CCCC(CC=O)SC(C)=O,1,17
CCCCC=CC(=O)C(C)C,1,17
CCCCCC=CO,1,9
CCCCCC(OCC(C)C)OCC(C)C,1,22
COC(C)OC(C)OCc1ccccc1,1,21
O=C1C=CCCCCCCCCCO1,1,18
Cc1nc(C)c(CC(C)C)o1,1,19
CC(=O)OC1(C(C)C)CCCCC1,1,22
COC(C=Cc1ccccc1)OC(C)=O,1,23
CCCCCCCC(=O)OC1CC(C)CCC1C(C)C,1,29
CCCCCCCCCCCCCC(=O)OCC=Cc1ccccc1,1,31
CCCCC=COC(=O)c1ccc(OC)cc1,1,25
CC=CC(=S)OCC,1,12
C=C(C)C=COC(=O)c1ccccc1,1,23
CCCC(CO)C(=O)OCC,1,16
CCOC(=O)C(CC)OC(C)=O,1,20
CCC1CCc2nccnc21,1,15
CC(C)=CCCC(C)=CCCC(C)(O)C1CO1,1,29
CC=Cc1ccc(OCCCC)c(OC)c1,1,23
CCC=C(C)SC,1,10
CCCCC=COC(=O)C=Cc1ccccc1,1,24
CCC1SC(C(C)CC)N=C1C,1,19
CC(C)CCCOC(=O)CC(C)C,1,20
CC1SC(C)N2CCCC2S1,1,17
CC(S)C(=O)OCC1CCCO1,1,19
CSCC(C=O)=CC(C)C,1,16
CCCCCC(CCCC(=O)OCC)OC=O,1,23
CCCC(O)SCC,1,10
CC=C(OCC)C(=O)OCC,1,17
CC1=CC(C=O)C(C(C)C)CC1,1,22
C=C(C)C(=S)OCCCC,1,16
CS1=CNCC1,1,9
C=C(C)C(=S)OCC,1,14
CCC=CCC(=O)OCCCC,1,16
CC(=O)c1cccnc1C(C)C,1,19
CC(C)CCOC(CC(C)C)OCC(C)C,1,24
CCCCC(=S)OCC,1,12
CCCC(C)OC(=O)C(C)O,1,18
CCCCCCC(OC(C)=O)C(=O)OCC,1,24
CCCCCC=CC(=O)OCCC,1,17
CCCCCCC(S)C=O,1,13
CCCCCCCC=CO,1,11
CCCC=C(C=O)Cc1ccccc1,1,20
CCCCCCOC(C)OCc1ccccc1,1,21
CCCCCCOC(CCCCC)OCC,1,18
CCCCCCCCC(OC(C)=O)C(=O)OCC,1,26
CC(C)CC(=O)OCCC1CCCCC1,1,22
CCC(C)CC(=O)OCCC(C)C,1,20
CCCCCC(OCC)OCCC(C)C,1,19
CCCCCOC(C)OCCCC,1,15
CCCCC(=O)OCCC1CCCCC1,1,20
CC(=O)OCCCC(C)c1ccccc1,1,22
CCCC(CS)OC(C)=O,1,15
CCCCCC=COC(=O)CC(C)C,1,20
CCCCOC(C)OCC(C)CC,1,17
c1coc(Cc2ccoc2Cc2ccco2)c1,1,25
CCCCCc1csc(C)n1,1,15
CCOC(=S)C(CC)C(C)=O,1,19
CCCC(=O)OC(CC)COC(C)=O,1,22
CC(=O)OC1=C(C(C)C)CCC(C)=C1,1,27
CCCCCC=CC=CC=CO,1,15
COC(=O)C1(c2ccccc2)OC1C,1,23
CC=Cc1ccc(O)c(OC)c1OC,1,21
COC(=S)CCc1ccco1,1,16
CSOC(=O)C(C)OC(C)=O,1,19
CCCCCCCC=CC(=O)OCC(C)C,1,22
CCC(C)(C=O)Sc1ccco1,1,19
CCCCCC(=O)CCS,1,13
CCCCCCCC(CC=O)SC,1,16
CC(C)=CCOC(=S)C(C)C,1,19
CC1(C)CSSC1=O,1,13
COc1cnc(C)c(C)n1,1,16
CCCCCCCCCC(=O)OCCCc1ccccc1,1,26
CCCCOC(CC(C)CCCC(C)(C)O)OCCCC,1,29
CCCCCCOC(CCCC)OCCCCCC,1,21
CC(C)=CCOC(=S)CC(C)C,1,20
CCCCCCCCCCCC(OCCCCCC)OCCCCCC,1,28
CCCCCC(OCCCC)OCCC(C)C,1,21
CCCCCCOC(CC(C)C)OCCCCCC,1,23
CCCCCC(=O)OC(CCCC)C(=O)OCC,1,26
CCCCCCCOC(=O)C(C)(O)C(=O)CCC,1,28
CCCCOC(=O)C1(c2ccccc2)OC1C,1,26
CCCCCCOC(C)OCCCC,1,16
CCCCCCOC(C)OCCCCC,1,17
CCCC=CC(OCCCCCC)OCCCCCC,1,23
C=CCOC(=S)C(C)C,1,15
c1ccc(CCCc2ccn[nH]2)cc1,1,23
CC(=O)SC1CCOC1C,1,15
CC(=O)OC(O)CC(C)CCC=C(C)C,1,25
CC1=CC(C=O)=C(C(C)C)CC1,1,23
C=C(C)C=COC(=O)CCCCC,1,20
CCCCOC(=S)C(C)C,1,15
CCOC(=O)C1(c2ccccc2)OC1(C)CC,1,28
CCCCCCOC(CCCCC)OCCCC,1,20
CC(OCc1ccco1)SCc1ccco1,1,22
CCCC(C)C(=S)OC,1,14
CCCc1nc(CC)c(CC)s1,1,18
CCCCCC1OCCOC1=O,1,15
CCCCC=COC(=O)CCCCCCCCC,1,22
C=C(C)C=COC(=O)CCC,1,18
CCCCC1OCCOC1=O,1,14
CCOC(CC(C)C)OCCC(C)C,1,20
CCOC(OCC(C)C)C(C)C,1,18
CC(C)CCOC(OCC(C)C)C(C)C,1,23
CCC(COC(C)=O)C(=O)OC,1,20
SCC1CC=CO1,1,10
CC(=S)Oc1ccccc1C,1,16
O=C(O)c1ccccc1O,1,15
O=c1ccc2ccccc2o1,1,16
O=C=O,1,5
CC(O)C(C)O,1,10
NCCC(=O)O,1,9
OC1COC(O)C(O)C1O,1,16
NCCCC(=O)O,1,10
O=C(O)c1ccc(O)c(O)c1,1,20
CC(C)CC(=O)C(=O)O,1,17
O=C(O)CCC(=O)C(=O)O,1,19
CC(C)C(=O)C(=O)O,1,16
SC(S)CCSCCC(S)S,1,15
CCCCCCCC=COC(=O)CCC,1,19
CCC(C)C(=S)OCC(C)C,1,18
CC(S)SS,1,7
CCC1CSSSC1(CC)CC,1,16
CC(C)c1cccc(C(C)C)c1O,1,21
[Cl-].[K+],1,10
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,1,33
CCOCC,1,5
Cc1ccccc1,1,9
NCCCCN,1,6
O,1,1
[N-]=[N+]=O,1,11
CO,1,2
NCCCCC(N)C(=O)O,1,15
OCC(O)CO,1,8
NCC(=O)O,1,8
O=C(O)CCCC(=O)O,1,15
CS(C)=O,1,7
CC(N)C(=O)O,1,11
NC(CC(=O)O)C(=O)O,1,17
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,1,56
CC1=C(O)C(=O)CC1,1,16
CC(CC=O)c1ccc(C(C)(C)C)cc1,1,26
CC(=O)OC1(C(C)C)C=CC(C)CC1,1,26
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1,29
C=C(C)C=O,1,9
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1,38
CC1CO1,1,6
NC(Cc1cnc[nH]1)C(=O)O,1,21
NC(=O)CC(N)C(=O)O,1,17
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],1,53
CS(C)(=O)=O,1,11
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],1,40
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],1,67
NC(Cc1ccc(O)cc1)C(=O)O,1,22
NC(Cc1ccc(O)c(O)c1)C(=O)O,1,25
CC(C)(C)c1ccc(O)c(O)c1,1,22
OCc1ccco1,1,9
Cc1ccccc1C,1,10
CCCC(O)C(CC)CO,1,14
CCCc1ccc2c(c1)OCO2,1,18
OC(c1ccccc1)c1ccccc1,1,20
O=C1OC(CO)C(O)C(O)C1O,1,21
O=C1CCCCC1C1CCCCC1,1,18
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,1,29
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,1,34
CC(=O)c1cccs1,1,13
OCC(O)C(O)C(O)CO,1,16
COc1ccccc1-c1ccccc1,1,19
CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,1,35
Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)O)C(O)C3O)c2[nH]1,1,47
CCOC(=O)c1ccccc1C(=O)OCC,1,24
OCCOCCO,1,7
OCCNCCO,1,7
CC(O)COCC(C)O,1,13
CC(O)CNCC(C)O,1,13
CC1COC(=O)O1,1,12
CC(=O)OC(C)=O,1,13
CC(O)CCO,1,8
CC(O)CC(C)(C)O,1,14
C#CCO,1,5
CCCC(=O)OC(=O)CCC,1,17
BrC=Cc1ccccc1,1,13
CC(=O)c1ccc(Cl)cc1,1,18
CC1CCC(C(C)C)CC1,1,16
COC(=O)c1ccc(O)cc1,1,18
C=C(C)C1CC=C(C)C(=O)C1,1,22
O=C1CCC(C(=O)O)N1,1,17
C1CNCCN1.O=C(O)CCCCC(=O)O,1,25
CCCCCCC,1,7
C1CCOCC1,1,8
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],1,54
O=C([O-])CC(O)C(=O)[O-].[Na+].[Na+],1,35
CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].[Ca+2],1,68
CCCCCCCC1CCCC1=O,1,16
CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,1,33
Nc1ccccc1C(=O)OCCc1ccccc1,1,25
COC(=O)c1ccccc1C(=O)OC,1,22
CC=Cc1ccc2c(c1)OCO2,1,19
CCOC(=O)c1ccc(O)cc1,1,19
COC,1,3
CCOCCOCCO,1,9
CCCCCCCCCCCC(=O)OC,1,18
COCCOCCO,1,8
CC1=CCC2C(C)=CCC(C(C)C)C2C1,1,27
CC(=O)c1c(O)oc(C)cc1=O,1,22
C=C1C2CCC(C2)C1(C)CCC=C(C)C,1,27
C1CSCSC1,1,8
O=C1CCCCCCCCCCCCCC1,1,19
CC(C)C1=CC(=O)C(C)CC1,1,21
O=C([O-])[O-].[Na+].[Na+],1,25
Cc1cc(C)c(O)cc1C,1,16
C=CCc1cc2c(c(OC)c1OC)OCO2,1,25
COc1ccc2ccc(=O)oc2c1CC=C(C)C,1,28
Cc1ccc2c(c1)C(C(C)C)CCC2C,1,25
CC1CCC2CC1C2(C)C,1,16
C=C(C)C1CCC2(C)CCC=C(C)C2C1,1,27
O=C([O-])[O-].[Ca+2],1,20
O=C([O-])C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)CO.[Ca+2],1,62
O=C([O-])CCC(=O)[O-].[Na+].[Na+],1,32
CC1CC=CCC1,1,10
CC1CCCC(O)C1,1,12
c1ccc(Nc2ccccc2)cc1,1,19
CC(C)=C1CCC(C)(O)CC1,1,20
O=C([O-])[O-].[K+].[K+],1,23
CC1CCCCC1O,1,10
CSC#N,1,5
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O,1,49
O=C([O-])[O-].[Mg+2],1,20
CC1C(=O)CC2(C(C)C)CC12,1,22
CCCC(N)=O,1,9
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1,66
CCCCCOC(=O)CCC,1,14
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1,44
COc1ccc2ccc(=O)oc2c1,1,20
COc1cc(C=CC(=O)O)cc(OC)c1O,1,26
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2],1,92
O=C1CCCCC1=O,1,12
C=COCCCCCCCCCC,1,14
Cc1cc(C)c(C)c(O)c1,1,18
Cc1cc(C)oc(=O)c1,1,16
CCCCCCCCCCCCCCCCCCCCCCC,1,23
CCCCCCCCCCCCCCCCCC=O,1,20
CCCCCCCCCCCCCCOC(C)=O,1,21
CCCCCCCCCCCCCCCCCCCCCC,1,22
CCCCCCCCCCCCCCCCCCCCC,1,21
CCCCCCCCCCCCCC,1,14
N#CCCCCCCC#N,1,12
C=CCC(C)O,1,9
OCCOCc1ccccc1,1,13
CC1=CCCCC1,1,10
CC1C=CCCC1,1,10
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,1,113
[Ca+2].[Ca+2].[O-][Si]([O-])([O-])[O-],1,38
COC(=O)c1ccoc1,1,14
CC(C)CCCCCCC=O,1,14
O=[Cu],1,6
O=[V](=O)O[V](=O)=O,1,19
O=[Zn],1,6
O=[Mg],1,6
O=[Ca],1,6
O=P([O-])([O-])OC(CCO)CCO.O=P([O-])([O-])OCC(O)CO.[Fe+2].[Fe+2],1,63
N.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3],1,44
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,1,35
CCCCOc1ccccc1,1,13
O=C([O-])C(O)C(O)C(=O)[O-].[Na+].[Na+],1,38
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],1,50
CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2],1,36
CCCCCCCCCCCCCCC=O,1,17
CCC(=O)OC1CC2(C)CCC1C2(C)C,1,26
CCOC(=O)COc1ccccc1,1,18
Cc1ccc2ccc(=O)oc2c1,1,19
CCCCCCCCCCCC#N,1,14
C=CC(C)CCC=C(C)C,1,16
Cc1ccc(O)c(C(C)(C)C)c1,1,22
CC1(O)CC2CCC1(C)C2(C)C,1,22
CCCCC(C)(C)CO,1,13
CC(=O)CCCc1ccccc1,1,17
Cc1cccc(C(C)(C)C)c1O,1,20
CCCCOC(=O)c1ccccc1O,1,19
C=Cc1scnc1C,1,11
CCCCCCC1OCC(CO)O1,1,17
CC(=O)c1cc2ccccc2o1,1,19
CC=CC(C)O,1,9
CC1SCCCS1,1,9
CC1SCCS1,1,8
CCOC(=O)CC1CCCCC1,1,17
C=CC(C)CCCC(C)C,1,15
C1CSCS1,1,7
CCCCCC1CCCC1=O,1,14
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.[Na+].[Na+],1,60
CC1=CCC(C(=O)O)CC1,1,18
CCC=CC=CC=O,1,11
C=C(C)C1CCC(C)(O)C1C,1,20
CC(O)C(O)C(O)C(O)C=O,1,20
Cc1cccc(Oc2ccccc2)c1,1,20
CC(=O)c1occc1O,1,14
O=C1CCCCCCCCCOCCCCCO1,1,21
CC1CCCC(C)(C)C1,1,15
CC1=CCC2(C(C)C)CC12,1,19
O=[Si]=O,1,8
O=P([O-])([O-])[O-].[Na+].[Na+].[Na+],1,37
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,1,131
O=P([O-])([O-])O.[Na+].[Na+],1,28
NC(CCC(=O)[O-])C(=O)O.[NH4+],1,28
CCC(=O)Oc1ccc(C)cc1,1,19
C=CCOC(=O)c1ccccc1N,1,19
O=S(=O)([O-])[O-].[Mg+2],1,24
[Zn],1,4
[He],1,4
CCCCC(CC)COC(=O)C(CC)CCCC,1,25
CCCCCCCCCCOC,1,12
Cc1cnc2ccccc2n1,1,15
Cl.NC(CS)C(=O)O.O,1,17
O=C1CCCCCCCCCCOCCCCO1,1,21
O.O=S1(=O)N=C([O-])c2ccccc21.O=S1(=O)N=C([O-])c2ccccc21.[Ca+2],1,62
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,1,112
CCCCCCCCCCCCCCCCCC(=O)OCCO,1,26
CC(=O)O.O=CC(O)C(O)C(O)C(O)CO,1,29
COc1cc(CCCS(=O)(=O)[O-])ccc1OC(Cc1cccc(OC)c1O)CS(=O)(=O)[O-].[Ca+2],1,67
CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,1,30
O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],1,30
O=P([O-])([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],1,45
[Ca+2].[O-][I+2]([O-])[O-].[O-][I+2]([O-])[O-],1,46
N.N.O=S(=O)(O)O,1,15
O=S(=O)([O-])[O-].[Ca+2],1,24
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],1,60
O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Mg+2].[Mg+2].[Mg+2],1,60
O=[N+]([O-])[O-].[K+],1,21
O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],1,55
O=S(=O)([O-])[O-].[Fe+2],1,24
O=[N+]([O-])[O-].[Na+],1,22
C=C(C)C1CCC2(C)CCCC(=C)C2C1,1,27
CC(C)=CCCC(C)C1(O)CC=C(C)CC1,1,28
O=[Si]([O-])O.O=[Si]([O-])O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Mg+2].[Mg+2].[Mg+2],1,82
CC(C)c1ccc(C#N)cc1,1,18
CCC(=O)c1cccs1,1,14
O=[Ti]=O,1,8
CCCCCCC#CC(OC)OC,1,16
[NH4+].[NH4+].[S-2],1,19
[Cl-].[NH4+],1,12
O=COC1CCC2CCCCC2C1,1,18
CC(=O)OC1CCC2CCCCC2C1,1,21
CC(=O)OCC(C)c1ccccc1,1,20
O=C(O)c1ccccc1O.OCCN(CCO)CCO,1,28
O=S([O-])[O-].[K+].[K+],1,23
O.O.O=S(=O)([O-])[O-].[Ca+2],1,28
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],1,67
CC(C)Cc1cnccn1,1,14
CCC1OC(C)=C(O)C1=O,1,18
CC=CCCCCCC,1,10
CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,1,40
COC(=O)c1ccccc1C,1,16
OCCCOCCCO,1,9
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1,32
O=S(=O)([O-])c1ccc(O)cc1.O=S(=O)([O-])c1ccc(O)cc1.[Zn+2],1,56
CCCCCCCC#N,1,10
C1CCNC1,1,7
C=CC(=C)CCC=C(C)C,1,17
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,1,41
CC(C)CCOCc1ccccc1,1,17
COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O,1,72
CCCCCCCCCCCCCCC(C)=O,1,20
C=C1CC2CCC1C2(C)C,1,17
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,1,91
CC(=O)OCCC1CC=C(C)C1(C)C,1,24
O=C(OCC(COC(=O)c1ccccc1)OC(=O)c1ccccc1)c1ccccc1,1,47
CC1=CCCC(=C(C)C)C1=O,1,20
Cl.NC(CS)C(=O)O,1,15
CCCC=CCC=O,1,10
C=CCOC(=O)CC(C)CC(C)(C)C,1,24
CCOCCC(C)CCC=C(C)C,1,18
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2(C)C,1,35
CC(=O)C1CC2C(C=C1C)C2(C)C,1,25
CCCC(=O)C(CC)Sc1ccoc1C,1,22
CC(C)=CCC(=O)c1ccoc1,1,20
O=C1CCC(C2CCCCC2)CC1,1,20
O=C1CCCCCCCCCCC(=O)OCCO1,1,24
CC1CSCS1,1,8
C=Cc1cncc(CC)n1,1,15
CC(=O)OC(C)c1ccccc1,1,19
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1,62
COC1(C)CCC23CC1C(C)(C)C2CCC3C,1,29
CCC(C)(C)C1CCCCC1OC(C)=O,1,24
CCCCCCCCCCCCCCCCCCO.CCCCCCCCCCCCCCCCO,1,37
Nc1ccccc1C(=O)Oc1ccc2ccccc2c1,1,29
CC1CCC(C(C)C)C(OC(=O)C(C)O)C1,1,29
Cc1cc(SC(=O)c2ccco2)c(C)o1,1,26
CCCC(CCOC(C)=O)SC,1,17
CC1CCC(C(C)(C)S)C(=O)C1,1,23
CCC(C)C(C)C=O,1,13
O=[Si]([O-])[O-].[Mg+2],1,23
CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,1,33
CC(C)CC(=O)O.N,1,14
CC(C)Cc1ccccn1,1,14
CCCCCCOC(=O)CCc1ccccc1,1,22
CCCCC(=O)c1ccccc1,1,17
CC(=O)OCC(CO)OC(C)=O,1,20
CC1CCC2(O1)C(C)(C)CCCC2(C)O,1,27
CNC(=O)C(C)(C(C)C)C(C)C,1,23
CCC(C)C(=O)SC,1,13
CC(C)(C)c1ccc(CCC=O)cc1,1,23
COc1ccc(CC(C)C=O)cc1,1,20
Cc1ccc(CCC=O)cc1,1,16
COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,1,41
CC(NC(=O)C(N)CC(=O)O)C(=O)NC1C(C)(C)SC1(C)C,1,43
CCCCCCCCCCCCCC#N,1,16
CCNC(=O)C1CC(C)CCC1C(C)C,1,24
C#CC(C)(O)CCC=C(C)C,1,19
O=P([O-])([O-])[O-].[K+].[K+].[K+],1,34
O=S1(=O)N=C([O-])c2ccccc21.O=S1(=O)N=C([O-])c2ccccc21.[Ca+2],1,60
Cc1coc2c1CC(C)CC2,1,17
CC1(C)COC2(CCCCC2)OC1,1,21
O=C1CCC2=C(CCCC2)O1,1,19
O=C(c1ccccc1)c1ccc2ccccc2c1,1,27
c1ccc2c(c1)CCCN2,1,16
CC(C)=CCCc1ccoc1,1,16
CC(=O)Oc1cccc(C)c1,1,18
Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,1,51
CC(C)c1ccc2ncccc2c1,1,19
O=C(Cc1ccccc1)OCCCc1ccccc1,1,26
CCC(=O)c1ccc(OC)cc1,1,19
Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,1,52
CCCCCCCCCC(C)CO,1,15
CCCCCC#CC(=O)OCC,1,16
CCCCOc1ccc(C)cc1,1,16
C=CCOC(=O)c1ccccc1O,1,19
N#CC(=C1CCCCC1)c1ccccc1,1,23
CC(C)c1cccc(CC=O)c1,1,19
CC(C)Cc1ccnc2ccccc12,1,20
CC(C)c1ccnc2ccccc12,1,19
[Mg+2].[OH-].[OH-],1,18
C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,1,33
CCCCCCCc1ccccn1,1,15
C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1,1,33
